"Agriculture, forestry, and fishing, value added (% of GDP)",Cropland Ratio,CO2 emissions (kg per PPP $ of GDP),Exports of goods and services (% of GDP),GDP per capita (current US$),Rural population (% of total population),Urban population (% of total population),"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",Internet Penetration Ratio,Water Productivity vs. Crop Production Index,Freshwater Withdrawals to Water Productivity Ratio,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Country
0.307778949,0.015267176,0.247959394,161.4947618,120422.1379,12.2,87.8,1111.98471,0.433230013,9.249581684,0.004350779,4.011608624,Luxembourg
24.62682286,0.137991941,0.053353356,21.11106907,768.9641303,82.789,17.211,17.75962092,0.03779694,0.158327725,0.340884585,19.04397998,Rwanda
38.43054529,0.218221495,0.056196472,9.700001639,222.6605831,89.358,10.642,9.703061281,0.002813752,0.095634351,0.286950082,10.19286754,Burundi
3.677640148,0.168699187,0.314384641,27.86161916,15369.00116,23.657,76.343,28.18818423,0.221478825,0.299651156,1.142309843,48.81526926,Spain
9.472192112,0.076628352,0.243368344,52.54731927,7999.508366,33.656,66.344,7.682078144,9.024392029,0.08782529,0.080983453,3.950609365,Suriname
21.59057472,0.028902927,0.184157176,9.80269843,970.3625997,73.258,26.742,0.793818685,0.309035046,0.008005432,20.68416523,68.74125874,Tajikistan
16.80228356,0.158974359,0.094664974,19.85009075,1538.687912,43.032,56.968,34.45614373,0.669932839,0.336059141,0.011570689,1.560430108,Cameroon
4.336400108,0.004570848,0.110410784,59.89934325,18207.13964,31.685,68.315,165.9793838,2.910954253,1.416206346,0.006444912,1.067831467,Latvia
0.803696771,0.011916168,0.242701312,42.56547341,41572.45595,23.034,76.966,93.60326131,0.349520825,1.021423628,0.329387836,45.21655702,Germany
7.882624763,0.005530926,0.109504162,40.79075505,2142.238757,33.823,66.177,117.8107815,1.238060921,1.094997504,0.004047374,1.871883289,Angola
7.886996096,0.002092615,0.141028696,27.09921575,9780.739473,5.791,94.209,12.38273785,2.187647944,0.170162675,0.320577831,9.786096257,Uruguay
1.06671783,0.066108418,0.252385385,15.78415673,40898.6479,8.774,91.226,54.30713344,0.25231262,0.538173951,0.344090673,36.94357964,Japan
19.56515781,0.066705972,0.156692349,28.91631514,4413.063397,44.613,55.387,9.953505643,0.490250396,0.106261403,0.410705086,6.608533654,Albania
8.101301012,0.050040032,0.211115661,29.54520182,2822.689233,44.85,55.15,6.161016177,0.300743327,0.067370325,0.500822136,5.842487785,Georgia
13.51228707,0.389380531,0.213410361,26.32735309,3613.800888,49.405,50.595,3.705976075,0.093306198,0.039233285,2.519075545,25.13784681,Indonesia
0.643750702,0.016702144,0.062274965,67.4781861,85216.64295,26.203,73.797,433.4942802,0.426054896,4.030255487,0.009729821,6.498855835,Switzerland
25.29794416,0.059389346,1,36.88655535,5187.206107,47.686,52.314,1.349490312,0.003886541,0.010764061,161.6073054,138.5163416,Syrian Arab Republic
10.60325324,0.044561659,0.828526033,34.88131742,1770.906779,30.834,69.166,5.410926394,0.105148404,0.073090995,5.133704142,43.11774706,Bulgaria
0.034375217,0.149253732,0.097987884,195.0777963,56967.42579,0,100,362.1718356,0.010593821,3.749579,0.365649176,132.4278333,Singapore
0.88752394,0.015290072,0.265756218,78.3018047,44319.16545,2.495,97.505,68.89473336,0.183634321,0.732377308,0.751629781,76.33906634,Belgium
36.49908298,0.114566285,0.194967249,1,713.7348824,50.603,49.397,22.12251485,0.11530102,0.244528737,0.003297546,0.264311594,Liberia
0.260005311,0.040540541,0.336637101,52.18885993,62827.39695,0.812,99.188,670.0605116,0.407878471,5.203949298,0.666251128,431.0344828,Qatar
5.342666643,0.146150679,0.133859273,23.68214534,7513.497951,19.723,80.277,11.13157389,0.30659266,0.102115163,2.728294585,39.55331412,Dominican Republic
2.408292471,0.184433227,0.18217211,31.45511995,28322.94659,21.098,78.902,31.3538078,0.746576422,0.385276577,1.054052553,50.10224949,Spain
1.339181259,0.013625676,0.098504342,142.9648462,1131.635726,23.101,76.899,139.660106,0.05933586,1.682246519,0.045348192,6.333333333,Djibouti
2.355914005,0.003736196,0.65258478,27.95896439,6662.062785,39.384,60.616,20.92995538,0.195695807,0.260387601,1.516849681,45.54250105,South Africa
18.5594231,0.000277351,0.131478179,41.60285048,1610.236957,55.212,44.788,3.575370479,0.596105385,0.056860218,94.26995104,13.24621733,Mauritania
8.054289273,0.04446503,0.641645566,26.2583452,3170.174873,55.718,44.282,36.5177032,0.316963748,0.366202399,0.029343283,2.525896414,Bosnia and Herzegovina
8.891519589,0.013710946,0.421745368,51.37288535,6034.678852,25.328,74.672,34.44303931,0.680345337,0.332429682,0.132187556,5.102175346,Belarus
2.265452066,0.168716482,0.193647863,23.06169417,32169.50285,21.79,78.21,33.08937892,0.671147688,0.351230007,0.981644729,49.24335378,Spain
1.778509263,0.019441329,0.22864008,69.80367248,50999.74512,12.866,87.134,67.48085276,0.184165696,0.695248844,1.472471557,20.75185115,Netherlands
3.341123992,0.001510321,0.12556682,37.95740455,1475.199836,56.479,43.521,15.10660703,0.596015845,0.128098084,0.129751158,2.835497836,Zambia
17.02650901,0.068078163,0.317402012,22.40093325,1350.634457,69.07,30.93,2.372043123,0.017974109,0.026967293,18.87769216,66.49209283,India
5.501500971,0.03382245,0.338056841,24.71082905,8360.337759,46.564,53.436,22.69274359,0.311540133,0.384622773,0.715801993,6.445089411,Romania
1.082496746,0.07022051,0.277431142,15.65737405,35991.54239,12.882,87.118,51.59632657,0.195815391,0.492660427,0.374508363,38.20229885,Japan
0.891399017,0.000221435,0.090888756,122.7847151,79250.38785,36.83,63.17,246.7405924,1.231364401,3.365256307,0.011802861,20.04213483,Ireland
16.08596076,0.000277351,0.149098847,48.26135521,1850.384968,51.6,48.4,3.996914061,1.417310188,0.04227302,84.32755742,13.24621733,Mauritania
27.17725775,0.1526188,0.05427094,15.49172877,796.7111393,79.576,20.424,44.39504438,0.028082972,0.462448379,0.036790893,5.82799634,Uganda
46.78812527,0.31653984,0.101597506,27.54304392,585.9570126,57.877,42.123,5.989883617,0.095885839,0.058984575,0.182599541,1.495726496,Guinea-Bissau
1.330774891,0.076923077,0.337885754,39.28768512,16691.33264,68.447,31.553,66.89268624,0.110848416,0.465664366,1.308065275,87.5,Barbados
12.10559624,0.001522798,0.061739697,33.59119321,1133.436158,62.119,37.881,8.097651152,0.113887493,0.134400849,0.242057816,2.835497836,Zambia
3.50751155,0.012094164,0.117519573,73.59516374,16885.40739,32.484,67.516,171.036437,1.718954931,1.662000165,0.009794937,1.867339582,Lithuania
28.6584674,0.015336895,0.495161569,20.74806549,1916.764625,49.45,50.55,1.61838477,0.662474917,0.016900426,222.7314066,168.9131058,Uzbekistan
34.1379986,0.016299137,0.078148367,13.99791751,309.1902426,62.034,37.966,25.5327582,0.033820154,0.286788253,0.001978824,0.329814815,Central African Republic
10.4995403,0.021932052,1.185873491,52.54313064,1087.787964,32.573,67.427,5.357104121,0.038145236,0.101364316,5.543328649,21.2005701,Ukraine
6.762198595,0.051891163,0.178795173,50.55852769,4722.042423,41.368,58.632,13.10089031,0.961970498,0.126188502,0.169537383,4.205602606,Georgia
24.21143333,0.007243957,0.185595079,32.26836151,508.1634038,63.472,36.528,12.34458464,0.380097041,0.085240883,0.118966677,1.751486326,Mozambique
28.06477391,0.151898734,0.204549421,27.27423062,1194.438214,52.688,47.312,102.0677863,0.179423572,0.870811247,0.012365664,0.975243811,Benin
11.25874275,0.257028443,0.117330837,27.06770578,3228.03814,51.299,48.701,16.11498462,0.090766563,0.197511761,0.188895472,5.742097081,Guatemala
3.721386436,0.034965035,0.324043844,62.51519476,11223.3993,33.635,66.365,20.33025964,0.346196015,0.214250813,4.587578729,9.664939551,Hungary
1.033134143,0.015189691,0.35426675,70.8312977,25006.1914,2.759,97.241,55.82842802,0.13576905,0.593919447,1.00541669,82.74815725,Belgium
4.425960741,0.030668206,0.171094151,41.34948374,8976.955236,46.113,53.887,27.51491072,0.647468484,0.292090347,0.554420741,6.052804045,Romania
5.582687054,0.043995908,0.126809778,18.81120528,8096.80151,21.299,78.701,13.05638417,1.186990849,0.151080585,0.070960557,2.97502601,Colombia
23.75600502,0.011776332,0.100352235,26.59808542,733.9728789,74.233,25.767,12.61116265,0.059552735,0.164615098,0.518905368,7.820267686,Burkina Faso
4.16621399,0.004591837,0.120110244,59.81407914,17945.22222,31.778,68.222,172.1714512,2.800652855,1.617544637,0.006124596,1.052616382,Latvia
9.661395473,0.306794606,0.134109981,18.75308929,4173.281303,49.681,50.319,19.20859323,0.233642394,0.187528978,0.15847322,5.742097081,Guatemala
19.07510628,0.153846154,0.082436942,8.443689324,979.5996409,55.426,44.574,8.829442678,0.021063121,0.121316882,1.242001725,13.1656953,Haiti
8.440713665,0.000206143,0.16024556,49.85520103,4394.517549,61.402,38.598,28.55411749,1.979182615,0.326631406,0.160267559,0.861552567,Namibia
29.37634063,0.398496241,0.132622256,8.836179333,1155.085676,72.137,27.863,74.22073533,0.0067711,0.798931489,0.01122777,0.833333333,Comoros
4.413458124,0.007590133,0.347990893,38.00074341,3578.0019,32.05,67.95,63.2860418,0.192214615,1.278505895,0.024952454,1.576350422,Latvia
13.47874855,0.398671096,0.176319462,19.08899385,3558.818852,46.011,53.989,4.061273483,0.182462696,0.041031254,2.715560116,29.69654528,Indonesia
8.745304229,0.00617284,0.338380273,20.93014592,1407.034291,67.496,32.504,5.726621539,0.456900441,0.052293138,4.86676234,32.07730943,Zimbabwe
8.829161999,0.002684841,0.119476897,26.42214942,14975.56256,5.388,94.612,14.03810745,2.676328164,0.166862088,0.282775385,9.786096257,Uruguay
0.690661512,0.0078125,0.375676243,136.3617201,53005.73392,14.701,85.299,758.0847085,0.229879501,6.168305195,0.007474099,4.698175788,Luxembourg
0.961160974,0.011047198,0.118703511,53.42598052,54663.99837,12.358,87.642,352.3105638,0.677148156,3.709313159,0.041960848,23.98580314,Denmark
5.185299093,0.021682848,0.412653406,44.76779948,3789.20527,23.371,76.629,12.3413316,0.730602306,0.139182718,52.54584637,648.4857143,Libya
2.386683914,0.001320423,0.162349678,38.46878721,49987.62616,14.618,85.382,89.87926174,4.898071651,1.119851255,0.029114863,6.639791321,Finland
16.00119189,0.140343301,0.119947678,27.00836547,1476.009078,49.65,50.35,22.10015917,0.085594454,0.327603901,0.018039749,1.560430108,Cameroon
29.79050883,0.003706816,0.075028527,28.4289451,506.9118388,67.168,32.832,1.773710825,0.065348936,0.035481313,4.873022824,8.00308642,Mali
2.489631456,0.18049284,0.273283775,25.64901167,20500.9544,32.718,67.282,43.28584699,0.1412935,0.382248737,0.549235159,38.23045997,Italy
39.74507858,0.001628324,0.055276622,13.87044262,331.103768,83.762,16.238,5.693055057,0.025927496,0.101661697,5.230711782,4.446482746,Niger
0.933658142,0.015389548,0.154539327,48.55964116,42458.53416,26.599,73.401,213.5791935,0.333113669,1.997187147,0.029182025,9.603356217,Switzerland
10.23949411,0.006505403,0.257957848,30.86829603,2975.648811,31.607,68.393,15.80469265,3.662092492,0.154327631,0.043529707,1.177001127,Bolivia
30.0330064,0.398496241,0.094928978,9.311938672,1409.106673,72.079,27.921,80.30130679,0.010137854,0.828360912,0.010377581,0.833333333,Comoros
7.873985821,0.00617284,0.265397125,19.94353155,1421.787791,67.704,32.296,5.920922814,0.618843904,0.062894867,4.686562785,31.93766429,Zimbabwe
2.203322589,0.33745583,0.298505605,49.50334738,30221.967,18.933,81.067,89.31013222,0.553447365,0.440385267,16.79530725,1499.991111,United Arab Emirates
21.38459856,0.158111289,0.050413716,24.28014234,473.3028336,81.616,18.384,34.64178527,0.025410236,0.390417956,0.047149225,5.82799634,Uganda
15.32206458,0.056465943,0.132454292,42.27728723,1981.863168,41.478,58.522,10.36645803,0.688469809,0.088602205,0.08034326,2.269773362,Nicaragua
40.63768227,0.219538968,0.042034161,7.3,166.2762452,90.383,9.617,8.195961738,0.002205087,0.083889066,0.339715377,10.19286754,Burundi
3.709404275,0.028951536,0.202861813,29.19107949,13569.94813,12.64,87.36,6.856385877,3.188369244,0.067311858,0.582870371,8.982121089,Chile
4.498841057,0.007523511,0.315690075,36.53957448,4136.933297,32.15,67.85,74.14895069,0.59097755,1.288874512,0.019465271,1.440777843,Latvia
0.032613514,0.151515152,0.094373474,178.3846085,55645.60686,0,100,606.8936853,0.010657413,6.012420104,0.139370923,84.58333333,Singapore
25.64757337,0.024994585,0.236041099,91.00794049,5576.250215,73.6,26.4,2.893429791,8.164552728,0.030896207,0.20717993,3.298401827,Guyana
20.63189348,0.094705869,0.109619568,10.66630962,2679.554765,52.162,47.838,39.53069134,0.121273784,0.402881078,0.142760947,9.668217054,Nigeria
2.224615621,0.017163364,0.313823048,63.2984077,26896.54811,22.17,77.83,73.95704463,0.103877345,0.837565624,1.095783498,16.92519461,Netherlands
29.82217671,0.038011696,0.175800807,21.30860545,391.5160184,66.644,33.356,20.14138018,0.009513498,0.278195859,0.073106399,2.575411914,Togo
31.35287468,0.003694854,0.081999523,24.15211115,579.2571403,66.388,33.612,1.835677484,0.070191043,0.034518193,4.708525004,8.00308642,Mali
1.43668365,0.000945488,0.114167653,43.4539788,46946.84271,15.098,84.902,160.3906087,3.986433607,1.746793822,0.009732575,3.851851852,Sweden
28.9635567,0.014384213,0.626845221,19.26736572,2267.623275,48.95,51.05,1.39735491,0.345425784,0.01639703,219.7328262,143.8804448,Uzbekistan
7.463565017,0.030653981,0.507329211,19.69227699,8817.045496,42.04,57.96,21.2006548,0.366534705,0.205532281,0.999776611,43.54449979,China
25.61212575,0.051460362,0.182115272,25.17127201,598.3065987,63.884,36.116,16.22867625,0.019786237,0.213872908,0.119487899,3.391634981,Togo
12.53835013,0.159905241,0.247873986,47.56265473,2164.424516,45.486,54.514,12.57246053,0.281936176,0.136835661,0.140987264,4.621268764,Honduras
0.753298113,0.015063357,0.131328051,56.60918522,59008.99301,26.496,73.504,255.3126568,0.399714495,2.647373049,0.022420578,8.819984745,Switzerland
6.091696108,0.043695022,0.131674594,19.27650507,7392.9436,21.665,78.335,13.99232542,0.988091567,0.178564643,0.059458603,2.671501543,Colombia
4.506886182,0.03924416,0.155348188,11.74223064,12258.56485,14.791,85.209,27.5808016,2.114791438,0.282735024,0.043171237,3.187015366,Brazil
5.781744207,0.008016553,0.21709864,16.23785946,13082.66433,8.879,91.121,15.38631593,3.659126119,0.187409451,0.838896998,10.45666408,Argentina
1,0.000589957,0.038564057,18.35370532,392.3557148,66.383,33.617,1.884469769,0.005466412,0.018608371,29.1204813,24.48757995,Somalia
1,0.000566572,0.033542482,17.11463025,416.2177747,53.859,46.141,2.128011684,0.044541244,0.021170033,25.83005868,24.52774059,Somalia
11.61409852,0.117348557,0.334973574,54.0940275,1142.811372,52.733,47.267,8.161610649,0.074573851,0.106813384,0.217182231,4.621268764,Honduras
0.594971397,0.182806324,1,67.3819014,21959.3227,5.888,94.112,114.1174999,0.054315306,1.03133755,0.123223623,22.29068989,Puerto Rico
0.030778376,0.151515151,0.088449944,171.5646195,61164.89736,0,100,668.1222495,0.01071406,6.673214637,0.124553054,83.21666667,Singapore
4.476773992,0.045903872,0.136078221,10.85137113,8569.901805,15.956,84.044,22.43947162,1.68522713,0.272389799,0.055566369,3.337393617,Brazil
8.136028415,0.059523809,0.264709867,51.92639854,4796.533314,33.851,66.149,7.171001564,15.95440273,0.089659935,0.086755135,3.950609365,Suriname
11.08346079,0.00535423,0.081388674,33.27062699,5353.348045,37.817,62.183,16.71920955,4.439442999,0.140757784,0.123354705,1.835399711,Paraguay
22.76743043,0.006483751,0.119517013,27.09534884,422.6428624,70.001,29.999,7.213216603,0.033241579,0.089494003,0.150685193,1.296296925,Mozambique
30.18227172,0.014672438,0.058584242,27.48691378,330.5226701,70.575,29.425,0.676694067,0.018258939,0.007461617,5.901224256,11.26150628,Madagascar
16.81332947,0.049661836,0.264574373,19.04191088,1025.10851,44.665,55.335,5.24394573,0.033575283,0.082439015,0.175567302,2.509022032,Nicaragua
34.87285994,0.155862558,0.052986729,18.61356631,799.9296321,81.122,18.878,36.9979523,0.026079442,0.397485521,0.044146587,5.82799634,Uganda
9.306538759,0.001773154,0.837062699,35.67546429,6208.296655,49.683,50.317,1.274354489,1.222148395,0.012341221,1568.999228,144.7317362,Turkmenistan
0.061134072,0.25,0.190123538,202.5862064,23730.37947,0,100,71.41627738,0.008988635,1.095845901,4.936143593,352.521,Singapore
16.82583818,0.158974359,0.109441001,23.60997553,1631.713986,46.024,53.976,28.00697149,0.343725332,0.295432189,0.014235074,1.560430108,Cameroon
7.296573278,0.045948204,0.20474833,40.79975444,4062.126978,42.163,57.837,9.689447112,0.896421621,0.099266951,0.28196305,5.173127036,Georgia
4.196905699,0.007308161,0.274090338,38.91233475,6378.666521,32.1,67.9,92.80893911,1.060799047,1.656415119,0.014587356,1.351443724,Latvia
18.4294953,0.072102351,0.137399331,31.57195441,5287.660817,39.681,60.319,13.25939941,0.625165714,0.124853102,0.268589714,5.757211539,Albania
3.856388965,0.17885197,0.21712504,35.03409423,18582.08934,21.276,78.724,19.42539504,0.837700866,0.193095378,0.899462469,20.5017196,Greece
59.48739589,0.04178273,0.075976989,15.09106999,493.4322524,57.077,42.923,23.60526782,0.157790228,0.260027185,0.005618449,0.495794393,Sierra Leone
0.846398779,0.13326226,1,60.8216247,28981.45733,6.349,93.651,115.6429859,0.173140542,1.230899265,0.110027803,20.16968073,Puerto Rico
19.22522271,0.075461904,0.109822659,22.65778961,5343.037704,37.888,62.112,15.95355264,0.697469228,0.13979629,0.183152502,4.723557692,Albania
4.608260482,0.078328474,0.197884781,44.79848615,3987.650174,8.582,91.418,43.69305848,0.612999694,0.50146974,3.160678412,104.31277,Jordan
0.297677228,0.348837209,0.446381285,69.53731774,21186.81433,11.366,88.634,129.6801179,0.034532339,1.467135625,38.70537955,173.0799373,Bahrain
2.033898849,0.003086429,0.127547455,35.93817143,70867.361,18.515,81.485,148.2820407,6.787256595,1.469739723,0.004675186,2.013840304,Norway
18.63553127,0.07428297,0.241815117,18.70524736,1913.219721,65.074,34.926,3.911036739,0.092418948,0.033788654,11.44931711,66.49209283,India
3.820910296,0.222465925,0.404607187,35.05490455,4625.304247,13.506,86.494,26.13093434,0.020125483,0.267187468,0.930889025,37.88449059,Lebanon
3.938929627,0.077537058,1,14.98303601,8055.889907,23.07,76.93,12.58704452,0.394242341,0.123729918,1.450132761,23.93944607,Cuba
34.78481027,0.002284044,0.067523983,14.97785062,458.4218899,83.775,16.225,5.518422511,0.060026007,0.093043711,6.307300527,5.197193781,Niger
7.466158586,0.080024375,0.102777715,13.53215561,5304.289129,18.575,81.425,10.23834634,1.543432567,0.101139448,0.132577453,4.358633198,Colombia
25.99472371,0.007243957,0.171028951,29.32199748,454.0623643,62.926,37.074,12.19662884,0.411429272,0.089972181,0.120409847,1.751486326,Mozambique
4.311629044,0.078089113,0.213614049,46.0320085,7090.454634,11.882,88.118,103.4012061,5.815727218,1.033392026,0.000820272,0.502166065,Gabon
13.60181006,0.000398301,0.166791528,11.78118084,1,71.659,28.341,4.274420837,0.009003646,0.071216608,4.158458111,9.556451613,Eritrea
6.738947424,0.057049016,0.234473648,35.62355587,4229.910649,43.603,56.397,4.075377112,0.692734314,0.029572434,38.06881899,55.59726209,Azerbaijan
3.516363216,0.01202936,0.104140594,73.1624439,20363.92441,31.954,68.046,189.4234735,1.860877305,1.607599707,0.008686739,1.834102379,Lithuania
1.495884548,0.173698214,0.297483658,35.3135369,33156.22832,8.04,91.96,216.1298495,0.193680804,2.096719533,0.778791085,108.912087,Israel
5.839549975,0.006032679,0.236780947,57.0849959,872.657638,47.539,52.461,53.61629796,0.019243892,1.425207282,0.008399523,1.76795756,Angola
2.314499321,0.001750471,0.223277366,38.80827907,47708.06128,15.159,84.841,58.99190942,5.045027501,0.630188115,0.063446052,9.496798672,Finland
3.39122456,0.02839573,0.17860528,38.82128516,10145.15263,19.556,80.444,14.01853155,1.082152155,0.124908951,1.55838079,44.71842969,Mexico
0.763419789,0.106296202,0.293414259,82.24238564,34165.91331,15.913,84.087,105.8339581,0.569381088,0.550988953,16.83311466,1781.515152,United Arab Emirates
34.00026711,0.024402445,0.239077093,91.00794049,3138.082204,72.418,27.582,2.009837151,2.310180955,0.028303579,0.317835044,3.514840183,Guyana
1.945954638,0.017034799,0.244196643,68.18111834,44900.93814,16.364,83.636,63.36044028,0.172867646,0.723540485,1.613596455,21.3521929,Netherlands
9.766251983,0.245195766,0.222396321,45.95033069,3477.844271,30.746,69.254,13.00830527,0.86000844,0.122396549,6.950725818,96.31059086,Tunisia
19.32749996,0.152173913,0.086330516,10.51628576,1452.313548,49.54,50.46,9.816160983,0.028469948,0.094322677,1.13566225,13.38379177,Haiti
10.28639707,0.023407593,0.291888864,30.48765721,5516.229463,29.779,70.221,18.67789535,1.812719955,0.196754402,4.07926955,120.575958,Algeria
22.96888751,1.54E-05,0.954171912,50.31834099,512.81947,41.778,58.222,7.908590696,1.034653347,0.218047717,0.180555542,3.648480741,Mongolia
26.69613372,0.000613121,0.050319462,47.58444122,716.6677686,78.166,21.834,7.811749968,0.07058461,0.125813335,0.750664067,4.294921875,Chad
5.866872154,0.15260979,0.144775775,29.55287523,3638.517658,31.126,68.874,61.79677159,0.082625095,0.611485965,0.038347273,2.310605115,El Salvador
21.45106693,0.029567054,0.210293641,58.1562259,401.0268293,73.488,26.512,0.409253697,0.07481292,0.006156969,43.10460404,73.85407046,Tajikistan
0.2879515,0.011946431,0.208502553,171.2117881,112584.6763,10.751,89.249,1243.886768,0.445848355,13.0921668,0.003585535,3.698175788,Luxembourg
3.593861633,0.021498371,0.405116964,51.28170447,7034.658365,19.309,80.691,7.481570137,2.415778121,0.075206777,109.2207708,817.1428571,Libya
1.616838919,0.135345667,0.355995574,37.86376756,20557.15507,8.544,91.456,138.3705555,0.072367941,1.349035347,1.367342924,122.4225692,Israel
46.85367105,0.037150783,0.12908972,8.667715664,240.5075193,63.891,36.109,10.97780488,0.002474273,0.262062661,0.011285271,0.463130841,Sierra Leone
1.19199068,0.280402949,0.160063761,67.65331666,17644.59431,30.456,69.544,729.6532546,0.369808536,7.584753166,0.00010437,0.183503244,Equatorial Guinea
9.888514898,0.245451265,0.22981876,45.48574817,3577.16946,31.055,68.945,12.84655211,0.835720273,0.107936079,7.015456994,95.9987812,Tunisia
0.67669983,0.015735179,0.090550021,66.44992365,90476.75897,26.369,73.631,315.1116735,0.425469965,2.692571764,0.016148997,7.840770404,Switzerland
11.59122044,0.146788991,0.252199464,45.7589062,1874.271704,48.115,51.885,10.97649601,0.146831137,0.120475206,0.16148658,4.621268764,Honduras
0.560287361,0.0078125,0.367897291,146.2009057,48440.14202,15.157,84.843,716.9357835,0.210862997,7.08504579,0.008095565,4.812603648,Luxembourg
5.863118728,0.239130435,0.462952851,15.604916,4021.177263,13.882,86.118,21.57968287,0.015809792,0.250809889,1.198465249,40.27903958,Lebanon
2.947031181,0.000863921,0.368292633,30.15917594,19930.40754,16.599,83.401,30.71738219,4.817031584,0.278262362,30.26245295,929.5833333,Saudi Arabia
4.442000428,0.077457795,0.264543402,34.70653187,4073.116403,9.253,90.747,44.47021147,0.560557653,0.505056348,2.990238526,100.4430169,Jordan
1.775514538,0.180613911,0.194468801,25.07404985,36035.645,31.673,68.327,56.38789493,0.267794095,0.520615778,0.327486514,29.69508515,Italy
18.24848986,0.006636301,0.145535222,18.44275521,296.2868142,70.723,29.277,6.475472324,0.00690675,0.089120181,0.139084539,1.07412604,Mozambique
3.20123832,0.144728475,0.320096333,21.17400899,24821.93675,25.173,74.827,26.73881947,0.377213108,0.263203263,0.621052359,19.48533279,Greece
1.665361909,0.344765343,0.265337006,63.56772981,37017.73637,18.129,81.871,95.66388334,0.535873527,0.469838826,17.4502638,1669.36,United Arab Emirates
3.241360093,0.030375223,0.223029874,63.93391746,9878.768872,24.653,75.347,10.60428117,1.057422158,0.095620209,2.434775843,40.0768719,Bulgaria
29.37627389,0.398496241,0.119866239,8.836281081,1103.195417,72.125,27.875,72.30680636,0.006279917,0.824009189,0.011524964,0.833333333,Comoros
23.66370497,0.182815877,0.094493939,36.93660855,1501.059171,48.606,51.394,31.24925297,0.078144876,0.357747601,0.135541194,5.594485615,Ghana
6.85871932,0.165494415,0.237968603,28.22491627,4080.045714,31.29,68.71,7.973775997,0.077245316,0.126769094,3.088955384,32.07825316,Dominican Republic
35.42003257,0.181065701,0.05702935,9.69609532,238.2059453,88.806,11.194,10.54321289,0.003198373,0.130163122,0.264084038,10.19286754,Burundi
9.966979477,0.00614765,0.259501598,44.09247953,2853.797162,32.301,67.699,14.2921557,3.729867381,0.153135709,0.04813645,1.177001127,Bolivia
3.253415017,0.019114009,0.69025552,27.18732567,4991.244358,38.239,61.761,23.84087797,0.07928441,0.229239211,0.933881389,41.30771893,Poland
25.74335433,0.01467172,0.087622165,28.39064613,455.6380345,64.807,35.193,0.841391098,0.097719433,0.008548985,4.746096615,11.26150628,Madagascar
12.54380414,0.41991342,0.122832599,35.33090273,1060.136943,81.681,18.319,3.333309999,0.004652985,0.042274065,7.363074271,90.87601683,Sri Lanka
37.41885544,0.0036402,0.075212832,1,200.4623759,77.647,22.353,0.405407508,0.002531463,0.005829846,106.1053528,54.75701944,Afghanistan
6.389663553,0.078244005,0.109179247,15.14528975,6449.970987,19.554,80.446,11.01783521,1.428644259,0.11903452,0.116630706,4.126292522,Colombia
1.985322117,0.020118384,0.485668762,41.31893239,17082.2062,17.5,82.5,50.6015138,5.407746658,0.479135629,2.306537432,116.7142857,Oman
2.208063228,7.73E-05,0.158240578,31.29028367,5875.070606,29.123,70.877,67.12645937,16.19087849,0.376417088,0.136823593,2.305004706,Botswana
1.815593652,0.021816998,0.337990532,66.86785685,15765.41979,21.488,78.512,13.61100719,4.556320327,0.135770645,60.03544379,817.1428571,Libya
0.838330408,0.011819632,0.254414034,43.79919026,45612.71062,23.425,76.575,96.70780794,0.331179002,0.964570197,0.314081603,44.54541301,Germany
26.63180343,0.086826347,0.197644174,18.05792571,837.1320026,58.951,41.049,60.22547898,0.0206374,1.049407196,0.020956843,0.975243811,Benin
1.086449483,0.447761194,0.281572533,49.5732417,28186.98339,22.688,77.312,138.8850681,1.161922731,1.342663071,0.007793156,3.466465712,Brunei Darussalam
25.76897583,0.16,0.182845507,23.89673687,1112.569535,55.875,44.125,75.4964894,0.050670666,0.849420448,0.016717809,0.975243811,Benin
1.416710012,0.013619271,0.083505691,156.619875,2755.838293,22.223,77.777,151.0319544,1.271701233,1.088440144,0.041933731,6.333333333,Djibouti
24.91762469,0.115676901,0.144100088,25.94272972,1175.202555,69.678,30.322,2.217087577,0.294877614,0.022456068,1.494673162,5.801501397,Myanmar
9.824635648,0.210526316,0.165462321,46.11700308,5212.661614,54.687,45.313,17.49405605,1.383040571,0.160569583,0.037833483,1.260294485,Belize
3.387486496,0.019906147,0.341735836,24.36044069,7120.372121,24.318,75.682,11.84963465,0.244821989,0.151413681,1.541318295,28.02076613,Mexico
1.889994632,0.002981525,0.321773673,31.45441015,45129.4293,18.65,81.35,44.68279679,22.74229377,0.414228208,0.028468117,3.733573635,Canada
1.907295723,0.184048014,0.115961952,31.60241973,33673.75096,29.264,70.736,56.67477079,0.335926958,0.603693766,0.327221535,29.82201075,Italy
6.598783856,0.213963964,0.282536468,31.81343755,5022.703328,44.902,55.098,10.65486544,0.171439652,0.104061583,1.170679843,12.4734362,Jamaica
32.36648504,0.032258065,0.05733386,13.44659096,341.02814,84.538,15.462,1.727217354,0.006169852,0.02383355,2.774216612,8.311832662,Nepal
1.945839947,0.179187496,0.247318168,26.17348843,33529.7266,32.144,67.856,55.99185327,0.193215652,0.497086766,0.342995046,30.88289201,Italy
