CO2 emissions (kg per PPP $ of GDP),GDP per capita (current US$),"Life expectancy at birth, total (years)",Air Temp (Kelvin),Energy Access Ratio,Internet Penetration Ratio,Urbanization Ratio,Water Productivity vs. Crop Production Index,Freshwater Withdrawals to Water Productivity Ratio,Cropland Ratio,Crop production index (2014-2016 = 100),Country
0.180328219,1041.652523,59.377,300.77,0.168804862,0.1160832,0.841451063,0.94970987,0.014407741,0.17721519,92.24,Benin
0.287472835,999.885954,67.217,297.95,0.494639749,0.042511029,1.253927469,0.066947523,0.178418731,0.0505997,78.97,Nicaragua
0.158552658,45515.96175,81.21463415,284.47,1,0.601141838,3.518344479,0.816562403,0.175474245,0.036114613,100.01,France
0.296978816,765.3161777,71.018,278.95,0.870408163,0.017974901,1.796107818,0.063407743,8.903195199,0.025880661,44.73,Armenia
0.199892583,8875.082069,74.412,294.93,0.850251256,0.952471955,3.896440288,0.132301331,1.523792081,0.026693648,105,Mexico
0.235349686,3908.949057,72.398,279.14,0.949490407,0.059260393,1.750275028,0.039478695,12.40926107,0.030878317,85.5,Armenia
0.401828803,762.2979603,48.063,293.57,0.705571773,0.122036529,0.501005674,0.034161342,8.746652029,0.006134969,96.26,Zimbabwe
0.314646519,9699.584909,75.094,298.9,0.965331868,0.751495863,2.877922984,0.458836207,0.022177478,0.870441787,105.49,Malaysia
0.349940112,59407.69805,80.717,300.48,1,0.412647115,107.4598698,6.479855223,0.679704393,0.041666667,101.36,Qatar
0.463833107,1889.437839,72.573,291.26,1.007934233,0.138440342,3.609994468,0.490867715,3.798911462,0.085572139,58.44,Jordan
0.124714881,234.8137474,51.032,292.56,0.016537246,0.000862725,0.201590906,0.175337208,0.113870618,0.136537411,100.55,Rwanda
0.141618134,2127.277659,73.554,297.83,0.626275585,0.564511679,1.398024028,0.092066657,0.08102073,0.056465943,114.06,Nicaragua
0.283716081,12560.05142,77.45121951,283.13,1,0.548090657,1.517496601,0.494427483,0.426856448,0.027207571,92.36,Poland
0.08907844,753.3921368,57.079,301.28,0.03515625,0.206878399,0.602538421,0.025486552,3.978100893,0.003601354,85.25,Mali
0.156601954,6533.670968,72.867,297.93,0.901788536,0.232949135,3.47828034,0.095272658,3.256758786,0.150935374,97.88,Dominican Republic
0.134884114,5101.983876,59.307,295.66,1.200577795,0.619845442,1.631717459,1.022805257,0.004082248,0.005352807,114.2,Angola
0.290871271,10935.01659,74.153,297.78,1,0.9298137,4.195884859,0.146000431,42.97839492,0.001203162,138.67,Saudi Arabia
0.281734669,32607.37293,76.222,301.22,1,0.548985327,4.397236615,0.53045148,14.86711217,0.342960289,186.66,United Arab Emirates
0.090614893,253.4106706,45.409,299.67,0.097832136,0.020372227,0.607768739,0.290777453,0.001846346,0.018255972,90.78,Central African Republic
0.273475427,41994.71353,79.34634146,283.76,1,0.167560179,4.757052389,0.649025235,1.761100253,0.016411209,91.87,Netherlands
0.534721958,4187.739746,71.1595122,283.15,0.948,0.521559235,2.212851406,0.094807552,2.285513066,0.021528681,99.56,Ukraine
0.415082252,4305.202702,68.988,294.99,0.988418956,0.223245644,2.343810607,0.062376655,22.20146762,0.027027027,79,Iraq
0.070336833,82153.07454,83.60243902,282.2,1,0.420650521,2.807928106,4.456780849,0.010144528,0.016522787,93.29,Switzerland
0.285782982,8922.956186,69.764,299.22,0.941955288,9.693891001,1.959280303,0.09561657,0.074503794,0.068306011,87.33,Suriname
0.078330264,457.3420749,53.742,301.74,0.371106714,0.012091776,0.287647597,0.153820486,0.724384434,0.008708542,58.73,Burkina Faso
0.133954948,4280.288404,72.559,300.17,0.931594084,0.166583024,2.669186175,0.6192565,0.037567069,0.133812829,107.01,El Salvador
0.156762124,1913.521321,72.812,297.91,0.603520408,0.341132957,1.364066194,0.089811428,0.105007509,0.056465943,95.92,Nicaragua
0.127310807,1295.201487,66.61,298.7,0.515286587,0.376991385,0.446173425,0.025731491,1.315874701,0.116338197,97.87,Myanmar
0.199193464,13338.96224,73.57560976,280.44,1.001976096,2.107254191,2.112259189,1.021101225,0.034097794,0.003854626,62.58,Latvia
0.340414657,24722.63882,77.061,299.83,1,5.252322179,3.457122482,0.545189552,2.565434662,0.027461722,81.16,Oman
0.215158635,2434.323531,70.44,299.04,0.774628393,0.014413156,1.607425949,0.092378975,1.510376307,0.177108528,97.12,El Salvador
0.573374792,18204.96648,73.77073171,280.23,1,2.237610183,2.159657493,0.202014055,0.911583583,0.008822232,68.53,Estonia
0.535601646,15627.28682,71.652,299.18,1,0.119650275,1.202158115,0.411808296,0.113425219,0.407407407,177.33,Trinidad and Tobago
0.431707224,4458.10858,75.593,287.06,0.01007841,0.01816726,6.334604665,0.270150761,1.035353649,0.224880383,88.8,Lebanon
1,24898.33459,77.841,297.65,0.01,0.089622975,15.50709805,0.975891023,0.131680695,0.183534347,110.63,Puerto Rico
0.06912528,277.5078265,60.149,295.09,0.071761381,0.016739792,0.392971068,0.00787789,6.498594503,0.0146904,77.9,Madagascar
0.203939968,4950.397437,69.356,286.41,0.923153308,0.253021271,1.136295663,0.042398535,34.0208958,0.047737162,95.17,Azerbaijan
0.288078238,4152.493981,74.189,290.93,1.003008529,0.435784911,6.795447459,0.49732937,2.681496762,0.084779573,87.52,Jordan
0.056796192,427.8363292,61.757,295.23,0.062858897,0.018971232,0.429449519,0.007731703,5.582435683,0.014672438,92.52,Madagascar
0.104335483,2239.114538,61.641,299.63,0.132455438,0.398407825,3.408004937,1.204389027,0.053369984,0.013619271,98.53,Djibouti
0.135348619,23595.24368,78.59512195,281.24,1,2.863616966,2.249813136,0.256240284,0.214003728,0.005076142,122.38,Estonia
0.203423409,38602.09441,78.78536585,278.75,1,5.178756204,3.2333418,1.278931783,0.005555901,0.004775549,94.65,Norway
0.083111183,526.6880197,63.962,295.17,0.07751938,0.073995023,0.512355948,0.008078118,5.058204434,0.01467172,97.73,Madagascar
0.150736649,2079.445529,73.256,298.22,0.617048888,0.462805719,1.386065378,0.091886693,0.088384545,0.056465943,106.97,Nicaragua
0.292664482,2399.498123,70.265,297.66,0.95992312,0.042777768,1.825257805,0.114442815,3.074472511,0.171663244,63.09,Dominican Republic
0.118407957,56152.55944,81.1,281.25,1,3.976357529,5.555657532,1.93683618,0.009173519,0.001007868,87.21,Sweden
0.317560518,34106.65812,78.6804878,282.43,1,0.273593133,3.128648693,0.686643574,0.531235545,0.011873273,103.86,Germany
0.176122076,3324.754464,71.332,283.59,0.611,0.148670693,1.210677573,0.064534566,0.498464094,0.045743835,97.49,Georgia
0.107444271,1399.675336,59.658,299.89,0.375296049,0.375906056,1.201576329,0.293417741,0.013471643,0.158974359,100.86,Cameroon
0.271439668,9979.704757,75.476,298.7,0.95520347,0.823439896,3.072822058,0.462285274,0.023286548,0.870376852,107.42,Malaysia
0.46687079,19132.15227,78.002,299.95,1,6.06923852,5.869547297,0.373491005,2.296241997,0.022273163,136.09,Oman
0.077191646,512.5439915,65.27,295.37,0.030136986,0.18854049,0.592128517,0.009196029,4.255211606,0.01467172,102.05,Madagascar
0.463850525,23155.82145,78.084,298.91,1,0.035558381,7.718395815,1.278706808,45.99922021,0.365853659,89.94,Bahrain
0.232421476,5678.455721,76.062,294.03,0.966099785,0.563564383,1.701826435,0.097082357,0.244051337,0.184230508,94.6,Ecuador
0.223755853,3139.228271,72.92,290.85,1.005138746,0.73455788,1.551606236,0.09449822,3.491202406,0.051575864,110.51,Morocco
0.196837414,3595.038302,77.549,286.78,0.58132254,0.13871623,0.957023758,0.118622256,0.639977091,0.107238606,61.1,Albania
0.6275384,1205.860003,47.835,286.17,1.619649805,0.147757502,0.345967481,0.479098886,0.01659726,0.001750317,105.32,Lesotho
0.155788134,1634.642845,65.083,303.33,1.06993007,5.995877418,1.119721892,0.044094442,68.47460772,0.000277351,111.63,Mauritania
0.112925388,4609.897258,71.797,298.51,0.489407542,0.302012217,1.076239515,0.215938388,0.145538241,0.306794606,96.86,Guatemala
0.35585439,28282.40988,77.13414634,282.58,1,0.41229503,1.462993522,1.800096367,0.010601046,0.000453515,100.11,Ireland
0.3316769,976.9932616,64.6,299.13,0.558915519,0.621172238,0.394836316,0.023221683,0.356681733,0.024689115,79.85,Guyana
0.307210471,2693.195918,74.305,291.2,0.981707317,0.098924641,1.82366229,0.121154466,6.237756403,0.218724448,89.55,Tunisia
0.157100294,787.2801616,59.55,300.52,0.156066741,0.080292713,0.684295628,0.268722545,0.07210338,0.044502618,100.08,Togo
0.139214904,959.3602175,68.484,284.17,0.733602422,0.255244105,0.361377714,0.006716979,26.39146869,0.028511266,94.92,Tajikistan
0.278558141,1794.811114,71.23,289.24,0.989583443,0.119870738,1.597470064,0.461777602,3.091554978,0.016534939,37.64,Algeria
0.76893785,5291.574022,66.15,278.6,0.895089608,0.576402334,1.300754648,0.077603137,5.843256675,0.000545129,72.79,Kazakhstan
0.189808158,3692.752796,51.787,296.87,0.942301018,1.681945168,0.578083575,0.308180724,0.180825615,0.00015456,82.12,Namibia
0.145203576,25545.241,80.53170732,284.45,1,0.829443817,1.228064703,0.454398047,0.11177834,0.086684467,105.77,Slovenia
0.337665602,2207.660688,73.816,291.5,0.974306269,0.066805782,1.763805207,0.203306073,6.478342138,0.224760501,50.84,Tunisia
0.053956683,522.8306219,62.142,295.02,0.054762435,0.046775849,0.442377037,0.007930962,5.231279138,0.01467172,96.25,Madagascar
0.210725632,14623.99053,76.77560976,285.41,1,0.755534683,1.238238059,0.806026944,0.023435371,0.062589548,94.35,Croatia
0.278944393,1957.969814,70.467,299.02,0.604613634,0.039958817,0.506024096,0.034978668,11.9218819,0.072530232,107.38,India
0.169298674,4114.134041,77.781,286.57,0.633823997,0.385609795,1.043986591,0.111510044,0.531334725,0.072421543,75.19,Albania
0.14425306,780.2705538,53.415,299.58,0.267960189,0.01071932,0.877511171,0.418639197,0.020174389,0.131004367,44.03,Cameroon
0.219631791,941.8737919,60.027,300.46,1.02173913,0.078929394,0.703751661,0.086810445,1.634824147,0.005755727,61.58,Senegal
0.220059681,3132.952148,73.284,291.12,1.001022495,0.740771278,1.587991718,0.120107845,3.473101108,0.05357085,87.4,Morocco
0.040551677,394.8569331,50.566,299.94,0.049847525,0.350518699,0.665528555,0.223157346,0.002293583,0.015748031,100.46,Central African Republic
0.323376561,35387.04836,81.76,283.64,1,0.138231529,4.950964056,0.457352733,0.404701761,0.071579392,105.68,Japan
0.173459547,20563.7136,80.37317073,288.55,1,0.525594138,1.615267934,0.257833275,1.041866536,0.199759306,86.33,Portugal
0.161361463,44198.48239,81.49268293,284.36,1,0.233398141,48.04364885,1.060975266,0.337876556,0.017332329,102.1,Belgium
0.630798744,6300.582352,76.192,284.29,0.632332395,0.294394402,1.073183373,0.159519394,1.428021357,0.030268561,93.45,China
0.315846796,4606.890564,76.773,284.17,1.029501802,0.914808125,6.332991127,0.060943783,0.751675102,0.02640264,74.03,Chile
0.30744969,35750.97466,78.49268293,283.67,1,0.133893101,4.086728725,0.736398686,1.438430877,0.016721534,87.82,Netherlands
0.130778391,32406.72032,82.94634146,287.87,1,0.308128856,2.349410504,0.577654672,0.330508866,0.193504577,96.94,Italy
0.277196214,1052.413199,67.413,298.38,0.125085285,0.020089979,0.797138955,0.047829797,1.977595884,0.345057444,70.06,Indonesia
0.290666242,2184.209244,73.613,293.79,0.951886028,0.080961149,1.571884162,0.078886431,0.3593856,0.165554072,76.43,Ecuador
1,32916.8668,79.063,298.29,0.01,0.215901153,14.56662516,1.096443844,0.111873418,0.089338892,100.47,Puerto Rico
0.161968036,43437.13093,80.54634146,280.59,1,3.826828864,5.377144315,1.799961399,0.009747909,0.00090591,87.69,Sweden
0.329560058,4021.983608,76.474,289.26,1.00201005,3.289265822,2.72981239,0.149523275,4.816681632,0.024468767,121.01,Algeria
1,6814.243844,77.87,298.81,0.930990571,0.257107652,3.315367022,0.120936018,1.538219558,0.066300869,98.12,Cuba
0.250045368,54329.16186,79.24146341,283.35,1,0.88369472,1.546992002,3.285741176,0.005467367,0.000704225,86.85,Ireland
0.080953182,246.4858378,64.197,293.81,0.255140667,0.002136672,0.170110692,0.023077442,3.123410145,0.0295718,66.66,Nepal
0.098313342,1595.989819,62.224,296.48,0.070567468,0.017295712,0.393203951,0.928772324,0.008909163,0.398496241,100.71,Comoros
0.852984383,8458.019498,67.11,279.33,0.904,1.882285397,1.308509165,0.094693348,4.824512356,0.000545408,69.63,Kazakhstan
0.062424537,3643.832449,74.239,299.66,0.267184035,0.056066202,0.222463998,0.057316061,4.132787143,0.364963504,103.51,Sri Lanka
0.13000393,297.0469387,58.608,299.39,0.162285806,0.009101063,0.82731841,0.352321861,0.162540849,0.147190502,59.72,Ghana
0.282801622,3106.575832,74.764,290.37,0.985887097,0.144393971,1.876621695,0.142017324,5.794340026,0.220480456,83.11,Tunisia
0.292705963,4991.564267,72.982,298.69,0.926045016,0.157139474,1.201867183,0.090434396,1.578881239,0.213963964,100.3,Jamaica
0.213772329,2635.367029,71.568,283.58,0.586,0.122307191,1.191972995,0.051868159,0.508654554,0.045292014,118.65,Georgia
0.446614935,2062.69597,72.772,291.39,1.006317853,0.185952401,3.612758891,0.42141768,4.082400181,0.082931533,68.42,Jordan
0.115435571,12957.99911,75.60731707,285.43,1,0.874841006,1.17789006,0.274350156,0.44559186,0.02979893,123.84,Romania
0.347599616,3096.5625,71.58268293,283.23,0.952,0.812219925,2.262855651,0.083088368,2.105412383,0.020881221,111.06,Ukraine
0.19282551,9434.378179,74.138,295.15,0.847,0.839236146,3.966969652,0.126002411,1.536114951,0.02753079,110.96,Mexico
0.18551344,120000.1407,81.8,281.65,1,0.444316564,8.5914061,12.68510903,0.003245472,0.011690098,104.69,Luxembourg
0.543514926,9035.531788,75.14390244,281.9,1.002220113,0.358030728,1.586719781,0.356970079,0.769823396,0.023375321,81.18,Poland
0.432117819,40792.27647,75.961,300.36,1,0.308950825,33.36426117,3.707856305,1.690692332,0.04601227,59.7,Qatar
0.207211192,5053.330291,71.658,297.16,0.894685412,0.105620045,2.484320557,0.140931158,3.47336687,0.166875261,56.18,Dominican Republic
0.133134309,425.4718887,52.249,300.67,0.229805779,0.038751822,0.616997882,0.056787644,0.25305941,0.354436481,76.11,Guinea-Bissau
0.21337496,2814.589889,71.108,299.32,0.782574316,0.020945807,1.686294525,0.111210287,0.94768289,0.18312471,105,El Salvador
0.192663852,2584.327738,65.182,295.75,0.554216867,0.24436783,0.151662425,0.591926436,0.000811245,0.588235294,101.94,Papua New Guinea
0.18181239,1492.475904,68.006,301.3,0.449455677,0.552652007,0.927599368,0.037218038,1.589044646,0.008785763,200.65,Senegal
0.06472172,1017.787762,51.202,301.74,0.45065898,0.266601913,0.288194981,0.120250246,0.484067628,0.000716618,100.74,Chad
0.310336853,2579.488769,74.408,290.13,1.007326,0.786088926,8.532888465,0.163161363,1.021055902,0.007769404,65.16,Argentina
0.09710459,58037.82132,81.70487805,279.97,1,3.987227349,5.954102921,2.018008795,0.008257485,0.000857661,89.96,Sweden
0.622862701,13890.634,70.62,279.14,0.926,10.03210373,1.328071891,0.082626596,4.511162355,0.000606007,93.93,Kazakhstan
0.195551014,4356.928595,73.57,284.28,0.838,0.915408683,1.394120041,0.143437114,0.201455817,0.050654143,81.83,Georgia
0.131235684,875.2454099,61.035,300.55,0.19398607,0.187316503,0.748251748,0.285797468,0.06142478,0.044502618,110.46,Togo
0.062003271,1393.519491,53.945,294.39,0.625475666,0.127243626,0.622612731,0.143255977,0.224597816,0.001516005,60.92,Zambia
0.200893827,7189.815151,69.984,285.44,0.943943944,0.450546501,1.15689235,0.04415828,33.26587563,0.047644012,94.76,Azerbaijan
0.234506741,8035.307666,60.479,296.81,0.362323568,0.476814728,2.464763357,6.085614849,0.000125413,0.266068447,99.78,Equatorial Guinea
0.132787213,6041.732051,60.013,294.95,1.124273302,1.625681754,1.660423539,0.634888776,0.142290327,7.73E-05,90.82,Botswana
0.085419224,375.0782615,59.111,286.77,0.398022868,0.047840891,0.300609986,0.00646425,78.43507214,0.003059879,84.84,Afghanistan
0.109079873,904.1697251,59.988,299.56,0.194215465,0.026825515,0.922633238,0.348200876,0.158466635,0.164685,68.47,Ghana
0.133127845,605.27347,54.869,296.64,0.158415842,0.152242589,0.477890754,0.073487153,0.143186407,0.007524023,125.06,Mozambique
0.218674868,6079.088736,76.763,294.77,0.956433637,0.816752247,1.74228048,0.105062124,0.226616886,0.260877447,94.14,Ecuador
0.196314899,4421.929819,72.412,284.12,0.715,0.566234343,1.288486624,0.082983753,0.373083933,0.051334702,94.77,Georgia
0.398928108,40876.31015,81.06609756,275.73,1,21.40828228,4.196964972,0.436570938,0.038904362,0.002956368,80.15,Canada
0.342524742,11658.62904,74.366,299.38,1,0.044921727,0.502200724,0.265530524,1.885909753,0.058823529,202.19,Barbados
0.51237088,17705.23516,76.931,298.92,1,0.017479095,7.637070306,1.170148003,65.33707279,0.367816092,74.51,Bahrain
0.10802082,1433.723927,57.792,299.43,0.373437852,0.168562652,1.117253499,0.28558302,0.015801087,0.158974359,88.35,Cameroon
0.043400843,515.2095038,49.948,299.56,0.057458727,0.289634325,0.642980366,0.324196541,0.001533875,0.015748031,103.4,Central African Republic
0.241585505,9230.707981,71.05609756,280.68,1.006359462,0.84150721,2.003544182,0.376956845,0.992139794,0.012756656,39.99,Lithuania
0.206969159,2144.389544,68.226,298.14,0.315971099,0.062475557,0.935546308,0.041805134,2.36079075,0.375925926,84.3,Indonesia
0.477724649,7714.841844,72.41,278.55,0.933,11.31639107,1.339947585,0.079571892,3.90013577,0.000610427,108.31,Kazakhstan
0.148957298,42796.43058,82.05609756,284.98,1,4.752172261,6.471049682,0.193328257,0.14694701,0.007153214,106.3,New Zealand
0.161359355,13104.69955,76.06341463,284.84,1,0.737028429,2.422196366,0.307046055,2.041972504,0.033320712,105.24,Hungary
0.054012536,846.8811992,62.851,295.28,0.016611502,0.027546058,0.332516057,0.458231562,0.025520354,0.1526188,139.67,Uganda
0.048371866,330.6028543,52.976,295.62,0.08988764,0.012456264,0.204238921,0.281766085,0.037818027,0.165887498,120.14,Uganda
0.258769191,11132.10345,75.76,299.18,0.949,0.843179784,3.274783055,0.525789399,0.02127208,0.870376852,103.39,Malaysia
0.160470046,2025.327261,72.983,298.17,0.607862178,0.376467023,1.375014844,0.094842158,0.096271891,0.056465943,97.11,Nicaragua
0.173028692,5463.031366,58.694,296.78,0.902953586,5.191054248,0.810151329,0.398932156,0.125893008,0.000231905,91.12,Namibia
0.144863647,1418.940825,62.8,302.48,1.309737938,0.707272824,0.841145929,0.060341762,94.17777372,0.000277421,59.31,Mauritania
0.087451557,5807.838814,73.621,297.33,0.687061184,4.168751208,1.623226043,0.166673958,0.122343461,0.00535423,101.14,Paraguay
0.098114694,560.7544753,60.786,301.79,0.108057455,0.081648583,0.193588045,0.067881952,7.036704578,0.002189046,90.41,Niger
0.467525887,19887.57431,77.966,300.09,1,5.751216488,5.467886941,0.382932186,2.27032406,0.022077006,134.25,Oman
0.166588955,5345.848491,57.121,294.35,1.260674157,1.764572913,1.465726403,0.754407784,0.133736358,7.73E-05,81.08,Botswana
0.136045829,976.5193032,53.883,299.59,0.283876522,0.016984808,0.898902434,0.410502361,0.020061811,0.131004367,46.24,Cameroon
0.192939691,544.0055167,56.222,300.26,0.053763441,0.01851814,0.553977405,0.223393421,0.118083773,0.050420168,73.51,Togo
0.100724913,76430.58895,82.95853659,279.96,1,6.690334593,4.752416015,1.502974535,0.004621133,0.003194297,101.43,Norway
0.07806588,630.3126271,63.649,292.17,0.144827586,0.152589262,0.241125949,0.062070298,1.347337923,0.037714501,100.99,Ethiopia
0.589551664,6692.822206,70.488,299.01,1.036640044,0.083845634,1.248706993,0.213138527,0.185860869,0.383333333,214.57,Trinidad and Tobago
1,19557.12025,76.874,298.11,0.01,0.045686612,16.31301939,0.894090161,0.116822277,0.185528757,126.97,Puerto Rico
0.178664405,911.0899961,64.436,298.43,0.402879954,0.031714566,0.538390536,0.013333202,280.7924262,0.024175699,89.98,Pakistan
0.247307122,7210.595548,75.006,289.76,1.014148756,1.78071254,9.379904505,0.170878759,0.819483877,0.007694178,85.66,Argentina
0.081498775,15650.49943,78.43,290.81,1,4.40525832,21.29654404,0.184137283,0.257408935,0.002773156,83.75,Uruguay
0.185478313,7317.390024,61.644,296.74,0.360515984,0.887425459,2.65323494,4.936238462,0.000150015,0.2515987,102.84,Equatorial Guinea
0.084280439,676.1270005,55.291,301.15,0.038417217,0.131653006,0.52445996,0.030316788,4.494018958,0.003699046,63.44,Mali
0.327370922,4197.419971,75.622,289.17,1.002453863,2.300840904,2.430296378,0.182198546,4.294808009,0.024128964,101.74,Algeria
0.232759047,19839.45405,78.4195122,289.12,1,0.330420028,1.388744237,0.249551049,1.052410537,0.197263723,90.77,Portugal
0.32449872,4386.461819,74.366,291.88,1.004020101,0.455480089,7.463817182,0.502349208,2.978119164,0.082208824,83.21,Jordan
0.26853872,32479.98174,80.15121951,284.29,1,4.348810456,6.320644217,0.37277285,0.049365199,0.00600679,82.78,New Zealand
0.229865391,3067.851807,70.829,290.81,1.008088492,0.714852811,1.381973227,0.088519696,4.237347245,0.04198304,97.2,Morocco
0.336842046,4835.791068,72.622,298.11,0.933839479,0.109611375,1.161834966,0.103195661,1.37794201,0.213963964,93.01,Jamaica
0.187434992,4017.229913,74.058,280.04,0.975829907,0.538113824,1.710908697,0.036073045,11.66168033,0.034092937,99.12,Armenia
1.90142573,762.6106328,65.156,290.42,0.998629281,0.017763655,0.856562018,0.003958551,4263.431343,0.001690141,107.18,Turkmenistan
0.121605781,2852.557652,70.878,297.84,0.456440709,0.07890636,0.938097176,0.196180511,0.196760903,0.244820902,78.86,Guatemala
0.162262572,19250.10654,81.12439024,289.31,1,0.606980916,1.740777284,0.20738278,0.978911865,0.206725881,111.64,Portugal
0.242474869,2751.42334,69.604,290.08,1.157462913,0.307225139,1.289220063,0.096020969,6.363548381,0.029873164,68.64,Morocco
0.129086451,707.9676782,57.406,298.15,0.030534351,0.070604666,0.521028215,0.118211533,0.031181508,0.048611111,89.33,Guinea
0.38162215,19627.03184,79.64878049,292.76,1,0.063381174,10.6184501,1.201801977,2.105069607,0.156079855,90.65,Israel
0.108026706,1384.063284,61.123,296.74,0.045938827,0.014467611,0.388368251,0.861609831,0.009999812,0.398496241,96.72,Comoros
0.194392275,14905.51457,57.878,296.67,0.349380257,0.153765472,1.935995302,7.164780954,0.000115444,0.294604093,92.07,Equatorial Guinea
0.141729245,502.0570992,63.081,287.49,0.332866401,0.298676057,0.342191799,0.011032225,41.07357412,0.005682715,94.93,Afghanistan
0.288022844,1085.784887,65.132,299.38,0.615483871,1.476940513,0.385463715,0.028113872,0.3445058,0.024497259,66.97,Guyana
0.214927412,1462.678352,68.526,300.8,0.40625,0.436018582,0.91032915,0.0449872,1.610370797,0.008785763,163.8,Senegal
0.262773622,1200.068092,64.779,296.51,0.919811333,0.70391118,1.827094877,0.150961421,0.066019396,0.005577711,68.06,Bolivia
0.036633512,204.5447557,56.388,293.14,0.037132351,0.002653695,0.115772561,0.101597098,0.301653864,0.218459858,90.85,Burundi
0.258873102,93126.14946,79.768,300.14,1,0.474706125,87.33922261,6.172730956,0.735035386,0.035211268,99.22,Qatar
0.261390462,290.5412149,56.912,297.99,0.030312522,0.241392257,0.853602476,0.134605125,0.005974596,0.137762229,90.71,Liberia
0.174237346,61753.64713,79.8,282.19,1,0.644888987,6.666947788,3.661118696,0.043417021,0.001486989,90.77,Denmark
0.148763461,4247.631356,78.064,286.95,0.704704705,0.466680297,1.189621196,0.102689546,0.433649248,0.064013985,93.86,Albania
0.343839684,42970.66313,76.887,299.83,1,0.217084367,inf,3.075998922,0.005103574,0.02,63.7,Kuwait
0.270443896,2703.565671,74.279,293.78,0.96133282,0.0887121,1.598347451,0.076006733,0.338308579,0.165537399,86.2,Ecuador
0.088175306,1942.921869,63.045,299.36,0.25798212,0.153326894,1.146798051,0.357884738,0.126350198,0.192490281,99.33,Ghana
0.139398349,80347.14416,80.79512195,279.35,1,6.964915282,3.720320982,1.420481826,0.005988834,0.004515608,87.47,Norway
0.320500897,5967.069185,73.62439024,281.86,1.019786912,1.33509066,3.382312985,0.398489239,0.109233689,0.013202398,97.84,Belarus
0.459017906,18777.43306,77.687,300.25,1,5.429091391,4.361930295,0.463669459,2.422935089,0.021506276,103.89,Oman
0.268172266,3686.402133,66.446,294.64,0.957740321,0.015199531,2.223726628,0.02158516,60.90080402,0.025477707,106.49,Iraq
0.172396199,5372.340732,55.732,294.69,1.305010876,1.521285912,1.376877733,0.810834207,0.137676647,7.76E-05,73.17,Botswana
0.216410448,2465.007011,71.502,297.16,0.802274805,0.079490557,2.903048281,0.262107678,0.019870215,0.040747395,73.84,Colombia
0.304984091,5957.696754,77.584,287.55,0.01001001,0.047156332,6.717240315,0.307390729,0.94369192,0.211161388,94.14,Lebanon
0.284273901,2053.959731,71.439,295.8,0.526794124,0.206326492,1.107170702,0.115616965,0.155521266,0.153939028,98.58,Honduras
0.190153696,2593.775798,65.474,295.69,0.394067797,0.948113498,0.152737752,0.624697946,0.000776456,0.588235294,100.92,Papua New Guinea
0.185120791,2824.715396,70.41,297.39,0.933235427,0.423723296,4.518763797,0.357510062,0.04589266,0.044519144,61.1,Brazil
0.267896617,5574.470962,68.811,286.14,0.911076705,0.161041281,1.127206977,0.038574494,39.83269503,0.047827275,92.47,Azerbaijan
0.082175799,3920.186073,71.635,296.83,0.571774555,1.316768533,1.435282371,0.254231317,0.124801234,0.005024135,53.3,Paraguay
0.05413047,704.4235236,64.426,292.49,0.039473684,0.02000027,0.204050426,0.121791174,0.289318481,0.13568521,134.66,Rwanda
0.18814191,12984.83657,75.06341463,285.17,1.000346724,0.644090128,2.297935492,0.306393907,3.738166611,0.034095167,73.5,Hungary
0.250025564,51148.93164,80.47073171,280.03,1,5.003103101,5.37470517,0.528009145,0.076583315,0.001793055,102.41,Finland
0.280958998,29828.75602,80.18780488,287.95,1,0.492063711,3.154894466,0.259091032,0.64973042,0.150661376,100.14,Greece
0.105695206,1405.714786,63.237,298.94,0.095594065,0.037046668,1.102032666,0.10447994,1.088537134,0.152173913,98.02,Haiti
0.229904159,3880.686267,72.004,286.24,0.971,0.662524959,1.223259743,0.041088705,33.80447162,0.050492353,105.38,Azerbaijan
0.295200125,40436.61823,79.09512195,283.52,1,0.142075089,4.40949908,0.632019759,1.597975159,0.015953627,98.04,Netherlands
0.165885699,131.4673541,60.725,298.07,0.055319149,6.00E-06,0.377239736,0.008042804,6.052932704,0.068558352,68.07,Myanmar
0.139596585,321.3386332,54.632,298.42,0.03960396,0.014577794,0.476167279,0.149927599,0.024207388,0.04815523,69.98,Guinea
0.074450572,6629.426519,72.878,297.09,0.646459971,2.804906021,1.529980266,0.147542848,0.141494746,0.00507974,98.79,Paraguay
0.037846191,379.9860027,56.375,299.49,0.053222925,0.047795391,0.817223646,0.018462124,28.44703537,0.000566572,104.66,Somalia
0.091491628,6242.961502,73.568,296.42,0.679718876,4.007546201,1.603149811,0.151797487,0.121851818,0.00523587,111.5,Paraguay
0.142255629,46593.29168,80.74878049,281.09,1,3.936799998,5.422607579,2.179235991,0.009310096,0.000984096,75.82,Sweden
1.05104843,6441.886618,68.722,289.85,1.000155193,0.619475964,0.967535662,0.010911904,2020.143912,0.001773154,90.46,Turkmenistan
0.326026503,30173.18336,80.95121951,292.99,1,0.175842765,11.05109665,1.87246556,1.053182427,0.14992242,92.38,Israel
0.170988994,5873.059381,56.553,294.53,0.976359338,4.633163566,0.743283998,0.354353755,0.139691638,0.000231905,92.45,Namibia
1.824442582,1658.672779,66.068,290.53,1.001643391,0.095919434,0.888645463,0.003589582,4170.818631,0.001720183,132.47,Turkmenistan
